id,company_name,tax
1627,Tập đoàn Dệt May Việt Nam,100100008
1628,Tổng CT Công nghiệp mỏ Việt Bắc TKV-CÔNG TY CỔ PHẦN,100100015
1629,Tổng Công ty Thép Việt Nam-CÔNG TY CỔ PHẦN,100100047
1630,CÔNG TY CỔ PHẦN Ngân Sơn,100100199
1631,CÔNG TY CỔ PHẦN Xuất nhập khẩu Than - Vinacomin,100100304
1632,Công ty cổ phần Xà phòng Hà Nội,100100311
1633,Công ty cổ phần Kim Khí Hà Nội-Vnsteel,100100368
1634,Công ty Cổ phần Tập đoàn GELEX,100100512
1635,Công ty Cổ phần Khóa Việt - Tiệp,100100537
1636,CÔNG TY CỔ PHẦN Kim khí Thăng Long,100100618
1637,Công ty Cổ phần Cao su Sao vàng,100100625
1638,CÔNG TY CỔ PHẦN KINH DOANH THAN MIỀN BẮC- VINACOMIN,100100689
1639,CÔNG TY CỔ PHẦN Xích Líp Đông Anh,100100696
1640,CÔNG TY CỔ PHẦN TẬP ĐOÀN PC1,100100745
1641,CÔNG TY CỔ PHẦN Pin Hà Nội,100100752
1642,Tổng Công ty Cổ Phần Dệt May Hà Nội,100100826
1643,Công ty Cổ phần Nhựa Hà Nội,100100858
1644,CÔNG TY CỔ PHẦN Giầy Thượng Đình,100100939
1645,Công ty cổ phần Tư vấn xây dựng điện 1,100100953
1646,Tổng công ty thương mại Hà Nội - Công ty cổ phần,100101273
1647,Công ty CP Du lịch và Thương mại - VINACOMIN,100101298
1648,Tổng công ty May 10 - CÔNG TY CỔ PHẦN,100101308
1649,Tổng Công ty Thiết bị điện Đông Anh - CÔNG TY CỔ PHẦN,100101322
1650,Tổng công ty Máy và Thiết bị công nghiệp - CÔNG TY CỔ PHẦN,100101379
1651,Tổng công ty Đức Giang - CÔNG TY CỔ PHẦN,100101403
1652,Công ty cổ phần Bảo vệ thực vật 1 Trung ương,100101611
1653,CÔNG TY CỔ PHẦN Sản xuất - XNK Thanh Hà,100101876
1654,Tổng công ty Lâm nghiệp Việt Nam - CÔNG TY CỔ PHẦN,100102012
1655,Công ty cổ phần Thiết bị Cơ điện và Xây dựng,100102132
1656,CÔNG TY CỔ PHẦN Rượu và Nước Giải Khát Hà Nội,100102245
1657,Công ty Cổ phần Thuốc thú y Trung ương I,100102326
1658,CÔNG TY CỔ PHẦN Địa chính Hà Nội,100102446
1659,CÔNG TY CỔ PHẦN Xây dựng và Chế biến Lương thực Vĩnh Hà,100102830
1660,CÔNG TY CỔ PHẦN XNK Thủy sản Hà Nội,100102848
1661,Tổng công ty khoáng sản TKV - CÔNG TY CỔ PHẦN,100103087
1662,CÔNG TY CỔ PHẦN Phân lân nung chảy Văn Điển,100103143
1663,Tổng công ty Tư vấn Xây dựng Thủy lợi Việt Nam - CÔNG TY CỔ PHẦN,100103175
1664,CÔNG TY CỔ PHẦN Năng lượng và Bất động sản MCG,100103295
1665,Tổng CÔNG TY CỔ PHẦN Điện tử và Tin học Việt Nam,100103351
1666,CÔNG TY CỔ PHẦN Thiết bị phụ tùng cơ điện,100103584
1667,CÔNG TY CỔ PHẦN Sơn tổng hợp Hà Nội,100103619
1668,CÔNG TY CỔ PHẦN Kinh doanh và Đầu tư Việt Hà,100103721
1669,Tổng công ty Máy động lực và Máy nông nghiệp Việt Nam - CÔNG TY CỔ PHẦN,100103866
1670,CÔNG TY CỔ PHẦN Đầu tư CMC,100104309
1671,Tổng Công ty chăn nuôi Việt Nam - CÔNG TY CỔ PHẦN,100104443
1672,CÔNG TY CỔ PHẦN Ô TÔ TMT,100104563
1673,CÔNG TY CỔ PHẦN Tư vấn Đầu tư và Xây dựng Giao thông Vận Tải,100104570
1674,Tổng Công ty Hàng hải Việt Nam - CÔNG TY CỔ PHẦN,100104595
1675,CÔNG TY CỔ PHẦN Đầu Tư Thương Mại và Xây dựng Giao Thông 1,100104732
1676,CÔNG TY CỔ PHẦN Công trình 6,100104901
1677,Công ty Cổ phần Nước và Môi trường Việt Nam,100104972
1678,Công ty Cổ Phần Cầu Đuống,100104997
1679,Tổng công ty Thăng Long-CÔNG TY CỔ PHẦN,100105020
1680,CÔNG TY CỔ PHẦN Đầu tư - Xây dựng Hà Nội,100105045
1681,CÔNG TY CỔ PHẦN Xây dựng Bảo tàng Hồ Chí Minh,100105077
1682,CÔNG TY CỔ PHẦN Sông Đà 12,100105140
1683,CÔNG TY CỔ PHẦN Hàng hải Đông Đô,100105253
1684,Tổng công ty tư vấn xây dựng Việt Nam - CÔNG TY CỔ PHẦN,100105278
1685,Công ty Cổ phần Công trình giao thông Hà Nội,100105292
1686,CÔNG TY CỔ PHẦN Đầu tư và Bê tông Thịnh Liệt,100105334
1687,Công ty Cổ phần Đầu tư Xây dựng Dân dụng Hà Nội,100105380
1688,Công ty cổ phần Tư Vấn Sông Đà,100105454
1689,CÔNG TY CỔ PHẦN Xây dựng Số 1,100105479
1690,CÔNG TY CỔ PHẦN XÂY DỰNG SỐ 5 HÀ NỘI,100105493
1691,CÔNG TY CỔ PHẦN Xây dựng và Đầu tư Visicons,100105503
1692,CÔNG TY CỔ PHẦN Bến xe Hà Nội,100105528
1693,CÔNG TY CỔ PHẦN Xây dựng Công nghiệp,100105599
1694,CÔNG TY CỔ PHẦN Vận tải Biển Bắc (CÔNG TY CỔ PHẦN Vận tải biển và Thương mại Phương Đông),100105609
1695,Tổng CÔNG TY CỔ PHẦN Xuất nhập khẩu và Xây dựng Việt Nam (Vinaconex),100105616
1696,CÔNG TY CỔ PHẦN Vicem Thương mại xi măng,100105694
1697,CÔNG TY CỔ PHẦN Vận tải và Dịch vụ Hàng hóa Hà Nội,100105729
1698,Công ty Cổ phần Tập đoàn BGI,100105743
1699,CÔNG TY CỔ PHẦN Xây dựng số 1 Hà Nội,100105782
1700,Tổng công ty Sông Đà - CÔNG TY CỔ PHẦN,100105870
1701,CÔNG TY CỔ PHẦN Đầu tư và Xây dựng Vina2,100105895
1702,Công ty CP Vận tải và Thuê tàu,100105937
1703,Tổng công ty Đầu tư Nước và Môi trường Việt Nam - CÔNG TY CỔ PHẦN,100105976
1704,CÔNG TY CỔ PHẦN Nước sạch số 2 Hà Nội,100106088
1705,"CÔNG TY CỔ PHẦN Tư vấn công nghệ, thiết bị và kiểm định xây dựng - CONINCO",100106169
1706,CÔNG TY CỔ PHẦN Tư vấn xây dựng công nghiệp và đô thị Việt Nam,100106183
1707,CÔNG TY CỔ PHẦN Cơ điện Công trình,100106190
1708,Tổng công ty lắp máy Việt Nam - CÔNG TY CỔ PHẦN,100106313
1709,Tổng công ty xây dựng Hà Nội - CÔNG TY CỔ PHẦN,100106338
1710,Công ty Cổ phần Năng lượng và Môi trường VICEM (tên cũ CÔNG TY CỔ PHẦN Vicem Vật tư vận tải xi măng),100106352
1711,Công ty Cổ phần Cơ khí Đông Anh Licogi,100106391
1712,CÔNG TY CỔ PHẦN LICOGI 13,100106426
1713,Công ty cổ phần LICOGI 12,100106433
1714,Tổng Công ty LICOGI-CÔNG TY CỔ PHẦN,100106440
1715,CÔNG TY CỔ PHẦN Lắp máy thí nghiệm cơ điện,100106458
1716,Tổng công ty Cơ khí xây dựng - CÔNG TY CỔ PHẦN,100106553
1717,CÔNG TY CỔ PHẦN Thực phẩm Hà Nội,100106803
1718,CÔNG TY CỔ PHẦN Du lịch và Thương mại Quốc tế VINATOUR,100106828
1719,CÔNG TY CỔ PHẦN Xây dựng Sông Hồng,100107042
1720,CÔNG TY CỔ PHẦN Khảo sát và xây dựng - USCO,100107123
1721,Công ty Cổ phần Du lịch Dịch vụ Hà Nội,100107155
1722,Tập đoàn Xăng dầu Việt Nam,100107370
1723,CÔNG TY CỔ PHẦN Xuất nhập khẩu tổng hợp I Việt Nam,100107490
1724,Tổng công ty Hàng không Việt Nam - CÔNG TY CỔ PHẦN,100107518
1725,Công ty Cổ phần Sứ Viglacera Thanh Trì,100107557
1726,CÔNG TY CỔ PHẦN Kho vận và dịch vụ thương mại,100107691
1727,CÔNG TY CỔ PHẦN Tập đoàn Vinacontrol,100107772
1728,Tổng công ty Tư vấn thiết kế Giao thông vận tải - CÔNG TY CỔ PHẦN,100107839
1729,CÔNG TY CỔ PHẦN xuất nhập khẩu Hàng không,100107934
1730,Công ty Cổ phần Quảng cáo và Hội chợ thương mại Vinexad,100108007
1731,CÔNG TY CỔ PHẦN In Hàng không,100108014
1732,CÔNG TY CỔ PHẦN Thiết bị Xăng dầu Petrolimex,100108102
1733,CÔNG TY CỔ PHẦN Vải sợi May mặc Miền Bắc,100108127
1734,CÔNG TY CỔ PHẦN Xăng dầu chất đốt Hà Nội (CÔNG TY CỔ PHẦN Xăng Dầu HFC),100108159
1735,Tổng công ty Viglacera - CÔNG TY CỔ PHẦN,100108173
1736,CÔNG TY CỔ PHẦN Tập đoàn Xây lắp 1 - Petrolimex,100108180
1737,CÔNG TY CỔ PHẦN Dịch vụ Hàng không Sân bay Nội Bài,100108254
1738,Công ty Cổ phần Dược trung ương Mediplantex,100108430
1739,CÔNG TY CỔ PHẦN Vinafco,100108504
1740,CÔNG TY CỔ PHẦN DƯỢC PHẨM TRUNG ƯƠNG CPC1,100108536
1741,Công ty Cổ phần Traphaco,100108656
1742,Công ty cổ phần 26,100108818
1743,CÔNG TY CỔ PHẦN Dược Phẩm Trung Ương I - Pharbaco,100109032
1744,CÔNG TY CỔ PHẦN TƯ VẤN VÀ DỊCH VỤ VIETTEL,
1745,CÔNG TY CỔ PHẦN Dược phẩm Trung Ương 2,100109113
1746,CÔNG TY CỔ PHẦN Armephaco,100109191
1747,CÔNG TY CỔ PHẦN X20,100109339
1748,Tổng công ty Dược Việt Nam - CÔNG TY CỔ PHẦN,100109385
1749,Tổng Công ty cổ phần Đầu tư Xây dựng và Thương mại Việt Nam (CTX),100109441
1750,CÔNG TY CỔ PHẦN Hồng Hà Việt Nam,100109674
1751,CÔNG TY CỔ PHẦN Dược phẩm Thiết bị y tế Hà Nội (Hapharco),100109699
1752,CÔNG TY CỔ PHẦN Sách Việt Nam,100109829
1753,CÔNG TY CỔ PHẦN Đầu tư thương mại và Dịch vụ Quốc tế,100110052
1754,CÔNG TY CỔ PHẦN Mỹ thuật Trung ương,100111338
1755,CÔNG TY CỔ PHẦN Trung tâm hội chợ triển lãm Việt Nam,100111472
1756,Tập đoàn Bảo Việt,100111761
1757,Ngân hàng TMCP Công thương Việt Nam,100111948
1758,Ngân hàng TMCP Ngoại thương Việt Nam,100112437
1759,CÔNG TY CỔ PHẦN Tu bổ di tích Trung ương - Vinaremon,100123319
1760,Tổng CÔNG TY CỔ PHẦN Dịch vụ Kỹ thuật Dầu khí Việt Nam,100150577
1761,Ngân hàng TMCP Đầu tư và Phát triển Việt nam,100150619
1762,Tổng công ty Hoá chất và dịch vụ Dầu khí - CÔNG TY CỔ PHẦN,100150873
1763,Công ty cổ phần PVI,100151161
1764,Ngân hàng TMCP Kỹ thương Việt Nam,100230800
1765,CÔNG TY CỔ PHẦN Truyền Thông số 1,100233174
1766,Ngân hàng TMCP Quốc Tế Việt Nam,100233488
1767,Ngân hàng TMCP Việt Nam Thịnh Vượng,100233583
1768,CÔNG TY CỔ PHẦN Tập đoàn Công nghệ CMC,100244112
1769,CÔNG TY CỔ PHẦN Tâp đoàn Hà Đô,100283802
1770,Ngân hàng TMCP Quân đội,100283873
1771,Công ty cổ phần Công nghiệp HAPULICO,100382419
1772,CÔNG TY CỔ PHẦN Đầu tư và Phát triển Nhà số 6 Hà Nội,100383878
1773,CÔNG TY CỔ PHẦN Đầu tư và Xây lắp Thành An 665,100385603
1774,CÔNG TY CỔ PHẦN Tập đoàn Khoáng sản Á Cường,100511368
1775,CÔNG TY CỔ PHẦN 22,100512724
1776,CÔNG TY CỔ PHẦN ALPHANAM E&C,100520683
1777,CÔNG TY CỔ PHẦN Thương mại và Dịch vụ Tiến Thành,100596523
1778,CÔNG TY CỔ PHẦN VIỄN THÔNG TELVINA VIỆT NAM,100682645
1779,Công ty cổ phần Viễn thông - Tin học Bưu điện,100683374
1780,CÔNG TY CỔ PHẦN Cokyvina,100684716
1781,Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam,100686174
1782,CÔNG TY CỔ PHẦN Công nghệ Viễn Thông VITECO,100686181
1783,CÔNG TY CỔ PHẦN Đầu tư iCapital,100686544
1784,CÔNG TY CỔ PHẦN Thiết bị Bưu điện,100686865
1785,CÔNG TY CỔ PHẦN VẬT LIỆU XÂY DỰNG BƯU ĐIỆN,100687185
1786,CÔNG TY CỔ PHẦN Dịch vụ viễn thông và In bưu điện,100687474
1787,công ty cổ phần Hanel xốp nhựa,100738312
1788,Công ty cổ phần Viglacera Hà Nội,100774247
1789,Công ty Cổ phần Quốc tế Sơn Hà,100776445
1790,CÔNG TY CỔ PHẦN Chế tạo biến thế và Vật liệu điện Hà Nội,100779340
1791,Tổng CÔNG TY CỔ PHẦN Xây dựng công nghiệp Việt Nam,100779365
1792,CÔNG TY CỔ PHẦN Tập đoàn Đầu tư IPA,100779693
1793,CÔNG TY CỔ PHẦN MHC,100793715
1794,CÔNG TY CỔ PHẦN Nhựa y tế Mediplast,100816881
1795,Công ty cổ phần Tập đoàn tập đoàn đầu tư ATS,100830798
1796,CÔNG TY CỔ PHẦN Dịch vụ Giải trí Hà Nội,100844825
1797,CÔNG TY CỔ PHẦN Sông Đà 9,100845515
1798,Công ty cổ phần Sông Đà 5,100886857
1799,CÔNG TY CỔ PHẦN Thương mại và Vận tải Petrolimex Hà Nội,100919284
1800,CÔNG TY CỔ PHẦN GROUP BẮC VIỆT,100979011
1801,CÔNG TY CỔ PHẦN CAVICO Giao Thông,
1802,CÔNG TY CỔ PHẦN CAVICO Xây dựng Hạ tầng,
1803,CÔNG TY CỔ PHẦN CAVICO Xây dựng Thủy điện,
1804,Công ty Cổ phần Tập đoàn EDX,101030402
1805,CÔNG TY CỔ PHẦN Đầu tư phát triển nhà HUD2,101043105
1806,CÔNG TY CỔ PHẦN Đầu tư và Xây dựng HUD1,101043264
1807,CÔNG TY CỔ PHẦN XÂY DỰNG SỐ 9 – VC9,101051096
1808,Ngân hàng TMCP Đại chúng Việt Nam,101057919
1809,CÔNG TY CỔ PHẦN Xây lắp và Sản xuất công nghiệp,101058736
1810,CÔNG TY CỔ PHẦN Tập đoàn Nhựa Đông Á,101099228
1811,"CÔNG TY CỔ PHẦN Sản xuất, thương mại và dịch vụ ô tô PTM",101116000
1812,CÔNG TY CỔ PHẦN HACISCO,101116096
1813,CÔNG TY CỔ PHẦN Xuất nhập khẩu Lương thực - Thực phẩm Hà Nội,101118079
1814,CÔNG TY CỔ PHẦN Công nghệ Mạng và Truyền Thông,101122893
1815,CÔNG TY CỔ PHẦN Điện nhẹ Viễn Thông,101135243
1816,CÔNG TY CỔ PHẦN HALCOM VIỆT NAM,101143879
1817,Công ty Cổ phần Bất động sản Thế Kỷ,101160306
1818,CÔNG TY CỔ PHẦN Tập Đoàn Đầu Tư Thăng Long,101164614
1819,CÔNG TY CỔ PHẦN Đầu tư và Phát triển Y tế Việt Nhật,101178800
1820,Công ty cổ phần Tập đoàn C.E.O,101183550
1821,CÔNG TY CỔ PHẦN Đầu tư và Phát triển đô thị Long Giang,101184201
1822,CÔNG TY CỔ PHẦN Vận tải và thương mại đường sắt,101206286
1823,CÔNG TY CỔ PHẦN Sữa Hà Nội,101218588
1824,CÔNG TY CỔ PHẦN Đạt Phương,101218757
1825,Tập đoàn Vingroup - CÔNG TY CỔ PHẦN,101245486
1826,Công ty Cổ phần FPT,101248141
1827,CÔNG TY CỔ PHẦN Thương mại và Xây dựng Đông Dương,101264009
1828,CÔNG TY CỔ PHẦN Phát triển Điện lực Việt Nam,101264520
1829,CÔNG TY CỔ PHẦN Xây dựng Phục Hưng Holdings,101311315
1830,Công ty cổ phần Tập đoàn Nam Mê Kông,101311837
1831,CÔNG TY CỔ PHẦN Dịch vụ kỹ thuật viễn thông (TST),101334129
1832,Công ty cổ phần Dược phẩm Hà Nội,101337659
1833,Công ty Cổ phần Vimeco,101338571
1834,CÔNG TY CỔ PHẦN Giao nhận Vận tải Ngoại thương,101352858
1835,Tổng CÔNG TY CỔ PHẦN Bia - Rượu - Nước giải khát Hà Nội,101376672
1836,CÔNG TY CỔ PHẦN Máy - Thiết bị Dầu khí,101394512
1837,CÔNG TY CỔ PHẦN Dược - Trang thiết bị y tế Tân Phát,101394618
1838,Công ty Cổ phần SJ Group,101399461
1839,CÔNG TY CỔ PHẦN SIMCO Sông Đà,101401706
1840,CÔNG TY CỔ PHẦN Everpia,101402121
1841,Công ty cổ phần SCI,101405355
1842,CÔNG TY CỔ PHẦN Tin học Viễn thông Petrolimex,101409374
1843,CÔNG TY CỔ PHẦN 382 Đông Anh (Tên cũ: CÔNG TY CỔ PHẦN Viglacera Đông Anh),101412313
1844,CÔNG TY CỔ PHẦN Đầu tư và Xây dựng BDC Việt Nam,101413483
1845,Công ty Cổ phần công nghệ - viễn thông ELCOM,101435127
1846,CÔNG TY CỔ PHẦN Phát triển Phụ gia và Sản phẩm dầu mỏ,101438047
1847,Công ty CP Bánh kẹo Hải Hà,101444379
1848,CÔNG TY CỔ PHẦN Tư vấn Xây dựng Vinaconex,101445446
1849,CÔNG TY CỔ PHẦN Xây dựng số 12,101446753
1850,Tổng Công ty Gas Petrolimex - CÔNG TY CỔ PHẦN,101447725
1851,Công ty cổ phần Tập đoàn giống cây trồng Việt Nam,101449271
1852,CÔNG TY CỔ PHẦN Tập đoàn Hóa chất Đức Giang,101452588
1853,Công ty cổ phần Nam Dược,101452595
1854,Tổng công ty Hóa dầu Petrolimex - CÔNG TY CỔ PHẦN,101463614
1855,CÔNG TY CỔ PHẦN Tư vấn xây dựng Petrolimex,101466968
1856,CÔNG TY CỔ PHẦN Sara Việt Nam,101476469
1857,CÔNG TY CỔ PHẦN Đầu tư và xây dựng công nghiệp,101482060
1858,CÔNG TY CỔ PHẦN Tập đoàn COTANA,101482984
1859,CÔNG TY CỔ PHẦN Sách Giáo dục tại TP. Hà Nội,101493714
1860,Công ty cổ phần FECON,101502599
1861,CÔNG TY CỔ PHẦN Bao bì và In nông nghiệp,101508664
1862,Công ty cổ phần Suất ăn Hàng không Nội Bài,101509403
1863,Công ty Cổ phần Tập đoàn Thành Nam,101515686
1864,CÔNG TY CỔ PHẦN Sách Đại học - Dạy nghề,101517669
1865,CÔNG TY CỔ PHẦN Xây dựng số 2,101518648
1866,Công ty Cổ Phần Bóng đèn Phích nước Rạng Đông,101526991
1867,CÔNG TY CỔ PHẦN Phát triển Đô thị Từ Liêm,101533886
1868,CÔNG TY CỔ PHẦN TẬP ĐOÀN ĐẦU TƯ EDX,101540932
1869,CÔNG TY CỔ PHẦN Đầu tư và Phát triển năng lượng Việt Nam,101601945
1870,CÔNG TY CỔ PHẦN Tập đoàn Vexilla Việt Nam,101612880
1871,Công ty cổ phần VIWACO,101624050
1872,CÔNG TY CỔ PHẦN Dịch vụ hàng hóa Nội Bài,101640729
1873,CÔNG TY CỔ PHẦN Viễn thông FPT,101778163
1874,CÔNG TY CỔ PHẦN Đầu tư và dịch vụ hạ tầng xăng dầu,101788806
1875,CÔNG TY CỔ PHẦN Phát triển Năng Lượng Sơn Hà,101809894
1876,Tổng công ty Chuyển phát nhanh Bưu điện - Công ty cổ phần,101826868
1877,CÔNG TY CỔ PHẦN Đầu tư và xây lắp Constrexim Số 8,101850677
1878,CÔNG TY CỔ PHẦN Sản xuất và kinh doanh vật tư thiết bị - VVMI,101854047
1879,CÔNG TY CỔ PHẦN Vipaco,101858299
1880,Công ty Cổ phần Tập đoàn TNT,101881347
1881,CÔNG TY CỔ PHẦN Truyền Thông VMG,101883619
1882,CÔNG TY CỔ PHẦN Khoáng sản và Luyện kim Việt Nam,101914063
1883,CÔNG TY CỔ PHẦN CNC Capital Việt Nam,101971512
1884,CÔNG TY CỔ PHẦN Tập đoàn Bất động sản CRV,102003419
1885,CÔNG TY CỔ PHẦN Đầu tư Châu Á - Thái Bình Dương,102005769
1886,CÔNG TY CỔ PHẦN Bất động sản dầu khí,102025250
1887,CÔNG TY CỔ PHẦN BĐS Du lịch Ninh Vân Bay,102051941
1888,CÔNG TY CỔ PHẦN Hãng Sơn Đông Á,102073938
1889,CÔNG TY CỔ PHẦN Sông Đà Thăng Long,102093571
1890,CÔNG TY CỔ PHẦN Thực phẩm Hữu Nghị,102109239
1891,CÔNG TY CỔ PHẦN Thương mại Bia Hà Nội,102111943
1892,CÔNG TY CỔ PHẦN Harec Đầu tư và Thương mại,102116074
1893,CÔNG TY CỔ PHẦN Viwaseen 3,102133351
1894,Công ty Cổ phần Tập đoàn ECI,102137109
1895,Công ty cổ phần Vinaconex 39,102141289
1896,CÔNG TY CỔ PHẦN Đầu tư phát triển nhà và đô thị HUD6,102144120
1897,CÔNG TY CỔ PHẦN Rượu Hapro,102164984
1898,CÔNG TY CỔ PHẦN Đầu tư phát triển Bắc Minh,102165522
1899,CÔNG TY CỔ PHẦN Vinam,102174005
1900,Công ty Cổ phần Tập đoàn F.I.T,102182140
1901,Công ty CP Đầu tư IDJ Việt Nam,102186593
1902,CÔNG TY CỔ PHẦN Đầu tư xây dựng và phát triển đô thị sông Đà,102186917
1903,Công ty Cổ phần Đầu tư và Phát triển giáo dục Hà Nội,102222393
1904,CÔNG TY CỔ PHẦN BV Life,102234864
1905,CÔNG TY CỔ PHẦN Xây dựng HUD101,102243403
1906,CÔNG TY CỔ PHẦN Cơ khí và Thiết bị áp lực - VVMI,102274810
1907,Tổng công ty Điện lực Dầu khí Việt Nam-CÔNG TY CỔ PHẦN,102276173
1908,CÔNG TY CỔ PHẦN Thương mại & Dịch vụ Dầu khí Việt Nam,102278170
1909,Công ty Cổ phần Tập đoàn Đại Dương,102278484
1910,CÔNG TY CỔ PHẦN Đầu tư tổng hợp Hà Nội,102287094
1911,"CÔNG TY CỔ PHẦN Đầu tư tài chính, thương mại dịch vụ FICO",102290682
1912,CÔNG TY CỔ PHẦN Dầu khí Đông Đô,102293517
1913,CÔNG TY CỔ PHẦN Đầu tư phát triển nhà và đô thị Vinahud (tên cũ CÔNG TY CỔ PHẦN Đầu tư phát triển nhà và đô thị Vinaconex),102294285
1914,CÔNG TY CỔ PHẦN Đầu tư PV2,102306389
1915,CÔNG TY CỔ PHẦN Vinacap Kim Long,102306413
1916,CÔNG TY CỔ PHẦN Tập đoàn CMH Việt Nam,102307343
1917,CÔNG TY CỔ PHẦN Kinh doanh LPG Việt Nam,102311149
1918,Công ty cổ phần Bia Sài Gòn - Hà Nội,102314051
1919,CÔNG TY CỔ PHẦN Hàng không VietJet,102325399
1920,CÔNG TY CỔ PHẦN Vận tải Dầu khí Đông Dương,102327357
1921,Công ty cổ phần Đầu tư phát triển nhà và đô thị HUD8,102333784
1922,CÔNG TY CỔ PHẦN Đầu tư và Phát triển Bất động sản HUDLAND,102340326
1923,Công ty cổ phần VIMC Logistics,102345275
1924,CÔNG TY CỔ PHẦN Đầu tư phát triển gas đô thị,102349865
1925,CÔNG TY CỔ PHẦN Mĩ Thuật và Truyền Thông,102365521
1926,Công ty cổ phần EVN Quốc tế,102379203
1927,CÔNG TY CỔ PHẦN Vạn Khởi Thành,102380512
1928,Công ty Cổ phần Địa ốc Dầu khí,102380872
1929,CÔNG TY CỔ PHẦN CMISTONE Việt Nam,102381001
1930,CÔNG TY CỔ PHẦN Tập đoàn MBG,102382580
1931,CÔNG TY CỔ PHẦN Tư vấn Đầu tư PP Enterprise,102403985
1932,CÔNG TY CỔ PHẦN Sản xuất - XNK dệt may,102405830
1933,Tổng Công ty CP Đầu tư Quốc tế Viettel,102409426
1934,Công ty Cổ phần Đầu tư và Phát triển Công nghệ Văn Lang,102459018
1935,CÔNG TY CỔ PHẦN Đầu tư tài chính giáo dục,102556300
1936,CÔNG TY CỔ PHẦN Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,102560459
1937,CÔNG TY CỔ PHẦN PIV,102636059
1938,CÔNG TY CỔ PHẦN Dịch vụ Kỹ thuật Mobifone,102636299
1939,CÔNG TY CỔ PHẦN Đầu tư và thương mại sông Đà,102662098
1940,Công ty Cổ phần VINHOMES,102671977
1941,Công ty CP Đầu tư và Phát triển Du lịch VINACONEX,102675516
1942,CÔNG TY CỔ PHẦN Dịch vụ Đường cao tốc Việt Nam,102680481
1943,CÔNG TY CỔ PHẦN Kosy,102681319
1944,CÔNG TY CỔ PHẦN Đầu tư Văn Phú - Invest (CÔNG TY CỔ PHẦN Phát triển Bất động sản Văn Phú),102702590
1945,Công ty Cổ Phần Tập đoàn Golden Gate,102721191
1946,Công ty cổ phần may Thanh Trì,102737811
1947,Ngân hàng TMCP Tiên Phong,102744865
1948,Công ty tài chính cổ phần Tín Việt,102766770
1949,CÔNG TY CỔ PHẦN Cơ khí Ô tô 3-2,102802161
1950,Công ty Tài chính Tổng hợp Cổ phần Điện lực,102806367
1951,Công ty CP Cơ khí 120,102833561
1952,CÔNG TY CỔ PHẦN Clever Group (tên cũ CÔNG TY CỔ PHẦN Quảng cáo thông minh),102850165
1953,CÔNG TY CỔ PHẦN Phân bón và Hóa chất Dầu khí Miền Bắc,102886450
1954,CÔNG TY CỔ PHẦN Đầu tư xây dựng và Phát triển Trường Thành,102899812
1955,CÔNG TY CỔ PHẦN Tư vấn thiết kế và phát triển đô thị,102963747
1956,Công ty cổ phần BV Land,102983609
1957,CÔNG TY CỔ PHẦN Sản xuất và công nghệ nhựa Pha Lê,103018538
1958,CÔNG TY CỔ PHẦN Đầu tư và phát triển giáo dục HUDECO,103018918
1959,CÔNG TY CỔ PHẦN DẦU NHỜN PV OIL,103100084
1960,Ngân hàng TMCP Bảo Việt,103126572
1961,"CÔNG TY CỔ PHẦN Công nghệ thông tin, Viễn thông và Tự động hóa Dầu khí",103349508
1962,CÔNG TY CỔ PHẦN Trang trí nội thất dầu khí,103467702
1963,CÔNG TY CỔ PHẦN Vận tải và Xếp dỡ Hải An,103818809
1964,CÔNG TY CỔ PHẦN ĐẦU TƯ TÀI SẢN KOJI,103930374
1965,Công ty CP Đầu tư MST,103983390
1966,CÔNG TY CỔ PHẦN Tập đoàn Đua Fat,104008162
1967,Công ty Cổ phần Đầu tư Bất động sản Taseco,104079036
1968,CÔNG TY CỔ PHẦN Dược phẩm CPC1 Hà Nội,104089394
1969,Tổng Công ty Cổ phần Bưu chính Viettel,104093672
1970,Công ty Cổ phần Đầu tư Thương mại và Xuất nhập khẩu CFS,104168889
1971,Công ty cổ phần Tập đoàn Everland,104228175
1972,Công ty cổ phần HTC Holding,104230142
1973,Công ty CP Nông nghiệp và thực phẩm Hà Nội - Kinh Bắc,104246382
1974,CÔNG TY CỔ PHẦN Xây lắp dầu khí Hà Nội,104264494
1975,CÔNG TY CỔ PHẦN Xây lắp và Dịch Vụ Sông Đà,104285261
1976,CÔNG TY CỔ PHẦN Đầu tư Hạ Tầng Đông Sơn,104291191
1977,Tổng công ty Điện lực TKV - CÔNG TY CỔ PHẦN,104297034
1978,CÔNG TY CỔ PHẦN Đầu tư phát triển Máy Việt Nam,104498100
1979,Công ty cổ phần Nhựa Picomat,104518043
1980,CÔNG TY CỔ PHẦN Sách và Thiết bị giáo dục Miền Bắc,104546308
1981,CÔNG TY CỔ PHẦN Đầu tư và công nghệ HVC,104606490
1982,CÔNG TY CỔ PHẦN Đầu tư HVA,104659943
1983,Tổng CÔNG TY CỔ PHẦN Công trình Viettel,104753865
1984,CÔNG TY CỔ PHẦN Đầu tư và Phát triển doanh nghiệp Việt Nam,104782792
1985,CÔNG TY CỔ PHẦN Địa chất Việt Bắc - TKV,104944595
1986,Công ty Cổ phần Tập đoàn ASG,104960269
1987,Công ty cổ phần MiZa,105028958
